,e250,e25,rs250,rs25,e250_err,e25_err,rs250_err,rs25_err
0.01,6.0374,3.7645999999999997,4.3804,2.068,1.0217060438306118,1.2056122262153781,1.2608996153540535,0.8940738224553944
0.02,6.2836,3.7616,4.533200000000001,2.3968000000000003,1.4434829545235373,1.0695258014653035,1.1303777067865413,1.363339194771426
0.03,5.8344000000000005,4.1148,4.3836,2.2602,1.094358551846697,1.2945041367257193,1.1024767752655835,1.1944010884120964
0.04,5.868800000000001,3.8936000000000006,4.2144,2.3816,1.158013195088899,1.155373117222311,1.1256929599140257,1.1882143914294254
0.05,5.7840000000000025,3.3659999999999997,4.220000000000001,2.381,1.1343033104068772,0.9002466328734587,1.0672862783714594,1.0897655711206884
0.060000000000000005,5.8488,3.8148,4.305600000000001,2.2403999999999997,1.2983445459507275,1.0296314680505838,1.4386773926075298,1.2194981918805785
0.06999999999999999,5.739999999999998,3.6357999999999997,4.520599999999999,2.1252,1.0884043366323013,1.1160915553842343,1.3441523871942493,1.1012724276944375
0.08,5.777599999999999,3.9232,4.272,2.2928,1.1319691868597836,1.2054234774551225,1.110127920556906,1.0826468306885677
0.09,5.716799999999999,3.5189999999999997,4.608,2.2932,1.1284492722315875,1.1705883136269557,1.4019215384606942,1.2975290979396186
0.09999999999999999,5.841999999999998,3.8919999999999995,4.329999999999999,2.0580000000000003,1.502942447334561,1.2105932430011328,1.1128791488746657,1.2086504871136237
0.11,5.5154,3.6146000000000003,4.774,2.211,1.3716095800190375,1.197133593213389,1.298931868883045,1.0947625313281415
0.12,5.4479999999999995,3.770399999999999,4.404,2.2752,1.2866328147533,1.3882895375245037,1.533419707712145,1.1459742405481896
0.13,5.8838,3.6374,4.4278,2.2672000000000003,1.6069198984392472,1.18049448961018,1.1986563978054763,1.3795101159469618
0.14,5.6895999999999995,3.6148000000000002,4.2812,2.0552,1.0613292797242524,1.2942816385933937,1.090595507051079,1.0247540973326235
0.15000000000000002,5.379000000000001,3.7200000000000006,4.266000000000001,2.208,0.9904589845117264,1.2137956994486345,1.0788160176786403,0.935807672548158
0.16,5.8208,3.2512,3.9808000000000003,2.1632000000000002,1.2479548709789152,1.0853803757208806,0.9954211972828387,1.1067744847077026
0.17,5.6168,3.4646,4.277200000000001,2.0196,1.1250661136128846,0.990030726795891,1.4183991539760592,1.099961744789336
0.18000000000000002,5.7816,3.4776000000000007,4.0824,2.0952,1.2888000000000002,0.9888145629995547,1.429811959664627,0.9604379001268122
0.19,5.635400000000001,3.4693999999999994,3.9254000000000002,2.5156000000000005,1.23462578946011,1.2376629751269124,1.0200788400903138,1.152947804542773
0.2,5.444,3.684,4.508000000000001,2.404,1.005019402797777,1.3752614296925512,1.5058339881939178,1.2569741445232676
0.21000000000000002,5.611200000000001,3.8010000000000006,3.759000000000001,2.1966,1.5965746333948816,1.4797178785160365,1.075929830425758,1.1457689295839717
0.22,5.6364,3.2163999999999997,3.9160000000000004,1.9844,1.2652505838765695,0.9476766537168677,1.2522619534266781,1.2101919847693587
0.23,5.1336,3.3671999999999995,4.0158000000000005,1.7986000000000002,1.036215730434546,1.0324515291286076,1.1864166047388245,0.7829329728654939
0.24000000000000002,5.644799999999999,3.4368000000000007,4.017600000000001,2.2800000000000002,1.2069303873877733,1.1332880304671007,1.2422730134716764,1.23150639462408
0.25,5.37,3.215,3.81,1.98,1.1104503590885997,1.5636575712092464,1.1319893992436503,1.351702630018896
0.26,5.3092,3.3124000000000002,4.3004,2.0956,1.415594348674789,1.2303358240740614,1.5357264860644946,1.2899878449039746
0.27,5.1408000000000005,3.4452000000000003,3.7854,2.241,1.181798358435144,1.0630733558884824,1.0873862423260652,1.2962812194890427
0.28,5.3368,3.152800000000001,3.959200000000001,2.0664000000000002,1.5753925732972085,1.1528521848008098,1.370582124500389,1.2216345771137949
0.29000000000000004,5.231600000000001,3.2538000000000005,3.9672,2.088,1.1772142710653828,1.0932499988566202,1.0036514135893997,1.3427970807236664
0.3,5.106,3.372,3.7919999999999994,2.274,1.1672891672589103,1.124995999992889,1.3599764703846902,1.260128564869474
0.31,5.363,3.1991999999999994,3.899800000000001,2.0149999999999997,1.5503099690061983,0.9772427334086451,1.3240883505265049,1.0379214806525587
0.32,5.088,3.4304,4.064,2.0607999999999995,1.2197835873629388,1.2093121350586042,1.5256316724557077,1.1469399984306068
0.33,5.0094,3.4452,3.5573999999999995,1.848,1.178224783307498,1.1660913171788907,1.2751671419857085,1.1601741248622985
0.34,4.916400000000001,3.2504000000000004,3.8692,2.2576,1.2015236327263814,1.228073222572661,1.2124039590829454,1.262604546166376
0.35000000000000003,4.991000000000001,3.15,3.745,2.114,1.21608757908302,1.154469575172945,1.382832238559689,1.2264191779322438
0.36000000000000004,4.9176,3.2832000000000003,4.096800000000001,2.0303999999999998,1.1121844451348888,1.1712786858813746,1.3409987919457647,1.3656485052897032
0.37,4.9728,3.3522000000000003,3.4336,1.8943999999999996,1.4635546317100703,1.0986196612112855,1.266762424450615,0.8060227292080541
0.38,4.978,3.344,3.7848,2.0824000000000003,1.4623829867719333,1.4299314668892353,1.4358972665201364,1.51855531344762
0.39,4.7814,3.237,3.4709999999999996,2.3867999999999996,1.1458569020606366,1.112013039491894,1.3127425490171332,1.4032197832128794
0.4,4.848000000000001,2.984000000000001,3.512,2.2,1.130352157515524,0.8512015037580702,1.1710917982805618,1.404563989286355
0.41000000000000003,4.797,3.0012000000000008,3.5178000000000003,1.8942,1.0762011893693484,1.0386522806021274,1.4062223010605401,0.8750979145215694
0.42000000000000004,4.8384,3.292800000000001,3.536400000000001,2.3856,1.4961435225271675,1.2804421736259706,1.1335021129226008,1.3052205330900983
0.43,4.945,3.1046000000000005,3.7237999999999998,2.322,1.078434513542663,1.0472596812634392,1.1364046638411864,1.7221486579270675
0.44,5.0687999999999995,2.9920000000000004,3.2736,2.4728,1.0157807637477685,1.2538070026922006,1.0783501472156434,1.7151874999544512
0.45,4.941,3.1859999999999995,3.5640000000000005,2.0610000000000004,1.215799736798787,1.3674077665422264,1.422569506210505,0.982155283038278
0.46,4.646,2.8980000000000006,3.634,1.8952,1.1718720066628439,1.1125915692652,1.4200521117198481,1.2467272997732906
0.47000000000000003,4.8316,3.0738,3.6941999999999995,2.1056,1.332812604982411,1.1935039002868824,1.5952605931320436,1.3532082766521938
0.48000000000000004,5.0112,3.1872000000000003,3.648,2.2560000000000007,1.5691228632583238,1.0373331962296397,1.37451082207453,1.481793507881581
0.49,4.684399999999999,3.2732,3.7338,2.1167999999999996,1.3371165394235465,1.1777952963057714,1.7111877629295973,1.3164139774402275
0.5,4.43,2.88,3.84,2.28,1.4036025078347503,0.9303762679690406,1.3432795688165589,1.3159027319676786
0.51,4.671600000000001,3.1824,3.5394000000000005,1.9074,1.173487724690804,1.3781706135308502,1.5415504013816739,1.3054804632777925
0.52,4.8256,3.1096000000000004,3.3799999999999994,1.8928,1.45614856384917,1.4316158143859687,1.475371139747555,1.1237776292487764
0.53,4.6004000000000005,2.8514000000000004,2.9998,1.8550000000000002,1.3592821046420056,1.0271066351650153,1.02008134969717,1.0345187286849864
0.54,4.2876,3.1104,3.4884000000000004,1.8576000000000001,1.015487193419986,1.160987441792546,1.6207558236822721,0.9363045658331483
0.55,4.268000000000001,3.0250000000000004,3.003,2.123,0.9174290163276939,1.560488705502222,1.07895365980194,1.1000549986250687
0.56,4.032,3.292800000000001,3.2592000000000008,2.1392000000000007,0.8889724405177025,1.8493231626733067,1.2803809433133564,1.2046640029485403
0.5700000000000001,4.4118,2.7474000000000003,3.1692000000000013,2.0976000000000004,1.1446076882495593,1.0303607329474471,1.3204330198840077,1.2034426617001743
0.5800000000000001,4.7212,2.8188,3.3292000000000006,2.1460000000000004,1.4764845275179828,1.1366224351120298,1.5160538776705794,1.566
0.59,4.0474,3.1859999999999995,3.3629999999999995,2.1712,1.1741444715195826,1.6179344856946463,1.631859368940841,1.4711718322480212
0.6,4.3919999999999995,2.9159999999999995,2.94,2.136,1.1537486728053037,1.6714496701965034,1.177285012220915,1.445788366255587
0.61,3.9162,2.562,3.0987999999999998,1.8056,1.0849772163506477,0.818400879764923,1.411408714724406,1.3528254285014014
0.62,4.2904,2.6040000000000005,3.3728000000000002,1.8352000000000002,1.3113549633871067,0.9604998698594394,1.2836246180250674,1.3694002190740293
0.63,4.0068,2.8476,3.4398,2.0412,1.1252865235130118,1.2802492882247583,1.4155246235936696,1.5253807918024929
0.64,4.3264000000000005,2.5856,2.918399999999999,1.5615999999999999,1.4792724698310313,1.3175919854036755,1.2874025943736482,1.1022873672504825
0.65,3.939000000000001,2.7820000000000005,2.951,2.314,1.1511424759776698,1.3067425148054224,1.4719881113650342,1.465948157337087
0.66,3.9468000000000005,3.0228,2.9832000000000005,1.6499999999999997,1.1694484853981386,1.320593866410109,1.4170186166737544,1.254
0.67,4.140600000000001,2.7872000000000003,3.1222000000000003,1.8626000000000005,1.3970102504992583,1.394887866460957,1.972168643904471,1.3011807099707557
0.68,4.0936,2.733600000000001,3.1552000000000002,1.8088000000000006,1.2574669140776629,1.1499039264216817,1.3098431051083943,0.9579073859199543
0.6900000000000001,3.8777999999999997,2.4702,3.2154000000000003,1.7112,1.2257165904074239,1.2350036275250371,1.7159233199650854,1.0069272863518994
0.7000000000000001,3.8360000000000003,2.8420000000000005,2.8280000000000003,2.338,0.9823970683995348,1.1830621285460878,1.399719971994399,1.4987848411296398
0.7100000000000001,3.6778000000000004,2.7264000000000004,2.6837999999999997,1.7608000000000001,1.202313253690568,1.2886842281955655,1.4844943785680027,1.1292348559976353
0.72,3.4271999999999996,2.7359999999999998,2.9808,1.9007999999999998,1.0925036201313019,1.0483358240563947,1.3661798417485158,1.4454616425211704
0.73,3.898199999999999,2.8324000000000003,2.7302,2.1024000000000003,1.3269946345030939,1.3976402398328405,1.2627945042642528,1.2270950411439203
0.74,3.9515999999999996,2.3236,2.7972,1.9239999999999997,1.7981238667010682,0.8373452334610857,1.292693374315812,1.1747135821126782
0.75,3.54,2.4,2.925,1.875,1.122898036332774,1.1324751652906124,1.7890290662814843,1.239203373139373
0.76,3.6784000000000003,2.5384,2.6904000000000003,1.8848000000000003,1.20990472352165,1.6484117932118785,1.2084716959862982,1.3530561555234875
0.77,3.7422000000000004,2.5564,3.2032000000000007,1.8633999999999997,1.5010853273548441,1.125781079961819,2.1961069555010297,1.2613906769910739
0.78,3.7128,2.5740000000000003,2.5116,1.9344,1.3470308682431893,1.260128564869474,1.5466044872558724,0.9772126892340276
0.79,3.4760000000000004,2.2910000000000004,2.8914,2.0382000000000002,1.3954182168797997,1.1529670420267877,1.4533423684734441,1.2941540711986343
0.8,3.3280000000000003,2.1279999999999997,2.7680000000000002,1.8079999999999998,1.1010976341814562,1.353963071874562,1.4855894453044558,1.022123280235804
0.81,3.4992000000000005,2.6406,2.6082,2.3004000000000007,1.2903175423127444,1.6742525615927846,1.4695641394644876,1.7095414121921704
0.8200000000000001,3.1324000000000005,2.0828,2.1156,2.05,1.1904411955237437,1.1027094630953342,1.1254033232579332,1.4414284581622496
0.8300000000000001,3.6188000000000007,2.4402,2.158,1.7098000000000002,1.4825203405012697,1.7123766992107783,1.4471544492555037,1.001655609478627
0.8400000000000001,3.0576000000000003,2.4864000000000006,2.2848000000000006,1.7136000000000002,1.2202861303809038,1.3008885578711191,1.1399267344877917,1.0752000000000002
0.85,3.111,2.3119999999999994,2.159,2.0909999999999997,1.312527713993118,1.1022504252664183,1.1556249391562992,1.8793267411496064
0.86,3.0616000000000003,2.15,2.494,1.7028,1.2302509662666394,1.3786848806018004,1.3127330269327424,1.3041411580039948
0.87,3.2016000000000004,2.001,2.3664,1.6703999999999999,1.352731104100146,0.957,1.3141320481595447,0.9662876590332714
0.88,2.904,2.0416000000000003,2.3056,1.6544000000000003,1.3316816436370968,1.1192271619291592,1.3039450295161987,0.8557293029924825
0.89,2.5098,1.9935999999999998,2.2784,1.5485999999999998,0.9698958500787598,1.1053212383737137,1.3339315724578977,0.8312809633330959
0.9,3.15,1.9800000000000006,2.1060000000000003,1.926,1.4650938536489737,0.8632496741962896,1.458,1.3105433987472526
0.91,2.4752,2.0747999999999998,2.7299999999999995,1.7471999999999996,1.0301907396205812,1.0926064982417045,1.5761662348876782,1.0429727513219125
0.92,2.7232000000000003,2.1712000000000002,1.9688000000000003,1.9872000000000003,1.4599910136709748,1.1890443894152987,1.2480843561234154,1.1689431808261683
0.93,2.6226,1.7298000000000002,2.1204,1.5252000000000003,1.1569439225822484,0.7893503404699337,1.4291773297950117,0.805618371190727
0.9400000000000001,2.4816000000000003,2.0868,2.1807999999999996,1.8612,1.1242337123569992,1.1480321249860563,1.5438909806071153,1.611654603195114
0.9500000000000001,2.2800000000000002,1.6720000000000002,2.356,1.824,1.0053854982045445,0.8403070867248472,1.7230391754107044,1.3003553360524194
0.9600000000000001,2.1888,1.7472000000000003,2.1312,1.7472,1.168521527401186,1.0461797933433814,1.37504711192017,1.2978120665181074
0.97,2.3667999999999996,1.7265999999999997,2.0564,2.1146000000000003,1.3322588937590172,0.9756097785487802,1.2059249727905963,1.7318235591422124
0.98,2.3324000000000003,2.0188,1.9208,1.8619999999999999,1.190447915702321,1.2764100281649309,1.1421940990917436,1.3329441098560733
0.99,1.9206,1.9404,1.8414,1.7424000000000002,1.0737735515461349,1.187339816564744,1.283339409509425,1.1470336699504509
1.0,1.56,1.82,1.8,1.58,0.8522910301065006,1.0712609392673664,1.2000000000000002,0.8268010643437755
